정책ID,정책서비스ID,서비스명,태그-신청절차,태그-지원유형,태그-지역(시도),태그-지역(시군구),태그-기업규모,태그-업종(대분류),태그-업력(시작),태그-업력(종료)
5317,546000000332,국내 기업 지방투자촉진 보조금 지원,오프라인,"현금,현물",경상남도,함양군,중소기업/대기업/소상공인,무관,0.0,0.0
5318,611000006737,경상남도 중소기업 육성자금,오프라인,"현금,현물",경상남도,함양군,중소기업/소상공인,무관,0.0,0.0
5319,648000000734,화훼 유통시설 및 장비확충 지원,오프라인,기타,경상남도,전체,무관,"농업, 임업 및 어업",0.0,0.0
5320,533000000409,수산물 산지 가공시설 설치 지원(생활),오프라인,기타,경상남도,통영시,중소기업/소상공인,"농업, 임업 및 어업/제조업/전기, 가스, 증기 및 공기 조절 공급업",0.0,0.0
5321,533000000471,연근해 노후어선 현대화 지원,오프라인,"현금,현물",경상남도,통영시,무관,"농업, 임업 및 어업",0.0,0.0
5323,533000000414,수출주력품종 시장개척 지원,오프라인,기타,경상남도,통영시,중소기업/소상공인,무관,0.0,0.0
5324,533000000415,수출주력품종 육성 지원,오프라인,기타,경상남도,통영시,중소기업/소상공인,제조업,0.0,0.0
5326,567000000244,자원봉사 우수프로그램 공모 지원,오프라인,"현금,현물/봉사,기부",경상남도,창원시,무관,교육 서비스업,0.0,0.0
5327,533000000449,양식시설현대화자금 지원,오프라인,"현금,현물",경상남도,통영시,무관,"농업, 임업 및 어업",0.0,0.0
5328,536000000284,낙농 헬퍼 지원,오프라인,"현금,현물",경상남도,밀양시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5329,537000001035,강소농육성 지원,복합,기타,경상남도,거제시,무관,"농업, 임업 및 어업/제조업/교육 서비스업",0.0,0.0
5330,537000001419,코로나19 피해 농업인 재해대책경영자금 지원,오프라인,"현금,현물",경상남도,거제시,무관,"농업, 임업 및 어업",0.0,0.0
5331,535000000550,청년농업인 영농정착 지원사업,복합,"현금,현물",경상남도,김해시,무관,"농업, 임업 및 어업",0.0,0.0
5332,648000000190,강소농육성 지원,오프라인,"교육,용역",경상남도,전체,무관,"농업, 임업 및 어업/교육 서비스업",0.0,0.0
5333,538000000292,영세ㆍ성실 기업에 대한 세무조사 면제,오프라인,"현금,현물",경상남도,양산시,중소기업/소상공인,부동산업,0.0,0.0
5334,537000001424,거제사랑상품권 발행확대 및 특별할인,오프라인,"현금,현물",경상남도,거제시,중소기업/소상공인,무관,0.0,0.0
5336,535000000547,우수 후계농업경영인 추가 지원,오프라인,"현금,현물",경상남도,김해시,무관,"농업, 임업 및 어업",0.0,0.0
5337,SD0000002274,경상남도 중소기업육성자금 지원,오프라인,"현금,현물",경상남도,전체,중소기업/대기업/소상공인,"수도, 하수 및 폐기물 처리, 원료 재생업/도매 및 소매업/전문, 과학 및 기술 서비스업",0.0,6.0
5338,547000000430,딸기 무병 우량원묘 보급 지원,오프라인,기타,경상남도,거창군,무관,"농업, 임업 및 어업",0.0,0.0
5341,537000001435,소규모기업환경개선사업,오프라인,기타,경상남도,거제시,중소기업/소상공인,무관,0.0,0.0
5342,648000000920,GAP 농산물 소규모시설 지원,오프라인,기타,경상남도,전체,중소기업/소상공인,"농업, 임업 및 어업/수도, 하수 및 폐기물 처리, 원료 재생업",0.0,0.0
5343,535000000275,전기자동차 구입비 지원,복합,기타,경상남도,김해시,무관,"전기, 가스, 증기 및 공기 조절 공급업",0.0,0.0
5344,567000000349,경관보전 직접 지불제 지원 사업,오프라인,기타,경상남도,창원시,무관,"농업, 임업 및 어업",0.0,0.0
5345,544000000208,하동군 중소기업육성기금 융자지원,오프라인,"현금,현물",경상남도,하동군,중소기업/소상공인,"전문, 과학 및 기술 서비스업",0.0,0.0
5346,542000000328,강소농육성 지원,오프라인,"교육,용역",경상남도,고성군,무관,"농업, 임업 및 어업/교육 서비스업",0.0,0.0
5347,547000000654,친환경 농업인 유기농업 자재 등 지원,오프라인,"현금,현물",경상남도,거창군,중소기업/소상공인,"농업, 임업 및 어업/공공 행정, 국방 및 사회보장 행정",0.0,0.0
5348,537000001370,축산농가 소독 약품비 지원,오프라인,기타,경상남도,거제시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5349,547000000383,농기계 임대 서비스 제공,복합,"현금,현물",경상남도,거창군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5350,611000003153,대부료감면,오프라인,"현금,현물/민원,상담,법률",경상남도,거창군,무관,부동산업,0.0,0.0
5351,547000000337,"고품질 양파,마늘 생산 기계화 지원",오프라인,"현금,현물",경상남도,거창군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5352,547000000335,고추 비가림 재배 시설 지원,오프라인,"현금,현물",경상남도,거창군,중소기업/소상공인,"농업, 임업 및 어업/전문, 과학 및 기술 서비스업/교육 서비스업",0.0,0.0
5353,648000000540,농기계 임대 서비스 제공,복합,"현금,현물",경상남도,전체,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5355,542000000514,아동복지시설 기능보강 지원,오프라인,"현금,현물",경상남도,고성군,무관,보건업 및 사회복지 서비스업,0.0,0.0
5356,534000000266,국내 기업 지방투자촉진 보조금 지원,오프라인,"현금,현물",경상남도,사천시,중소기업/소상공인,정보통신업,0.0,0.0
5357,547000000261,거창군 농업발전자금 융자 지원,오프라인,"현금,현물",경상남도,거창군,무관,"농업, 임업 및 어업",0.0,0.0
5358,535000000379,낙농 헬퍼 지원,오프라인,기타,경상남도,김해시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5359,535000000617,젖소 능력 개량 지원,오프라인,기타,경상남도,김해시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5360,548000000406,경상남도 영세성실기업에 대한 세무조사 면제,오프라인,"현금,현물",경상남도,합천군,중소기업,부동산업,0.0,0.0
5361,548000000530,산림경영계획 작성 지원,오프라인,"현금,현물/정보제공/민원,상담,법률",경상남도,합천군,중소기업/소상공인,"농업, 임업 및 어업/광업/제조업",0.0,0.0
5362,534000000487,자활 근로 지원,오프라인,정보제공,경상남도,사천시,무관,"전문, 과학 및 기술 서비스업/사업시설 관리, 사업 지원 및 임대 서비스업/교육 서비스업/보건업 및 사회복지 서비스업",0.0,0.0
5363,648000000418,공동농작업 대행료 지원,오프라인,기타,경상남도,전체,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5364,545000000548,친환경퇴비생산시설 현대화 지원,오프라인,기타,경상남도,산청군,중소기업/소상공인,"농업, 임업 및 어업/운수 및 창고업/공공 행정, 국방 및 사회보장 행정",0.0,0.0
5366,648000000034,경상남도 제증명 등 수수료 감면,오프라인,"현금,현물",경상남도,전체,무관,"전문, 과학 및 기술 서비스업/공공 행정, 국방 및 사회보장 행정/교육 서비스업",0.0,0.0
5368,545000000306,농촌 자원 복합산업화지원,오프라인,"현금,현물",경상남도,산청군,중소기업/소상공인,"농업, 임업 및 어업/제조업/도매 및 소매업/전문, 과학 및 기술 서비스업/예술, 스포츠 및 여가관련 서비스업",0.0,0.0
5369,545000000555,투자유치 진흥 기금의 공장부지매입비 융자지원,오프라인,"현금,현물",경상남도,산청군,중소기업/소상공인,무관,0.0,0.0
5370,545000000258,국내 기업 지방투자촉진 보조금 지원,오프라인,"현금,현물",경상남도,산청군,중소기업/중견기업/대기업/소상공인,"수도, 하수 및 폐기물 처리, 원료 재생업",0.0,0.0
5371,545000000259,국내 기업 투자촉진지구 입주기업 지원,오프라인,"현금,현물",경상남도,산청군,중소기업/소상공인,교육 서비스업,0.0,0.0
5372,648000000032,경상남도 영세ㆍ성실기업 등에 대한 세무조사 유예,오프라인,"현금,현물",경상남도,전체,중소기업,"건설업/부동산업/예술, 스포츠 및 여가관련 서비스업",0.0,0.0
5373,534000000586,투자유치 진흥 기금의 공장부지매입비 융자지원,오프라인,"현금,현물",경상남도,사천시,중소기업/소상공인,운수 및 창고업,0.0,0.0
5374,541000000574,친환경 농업 현장컨설팅 지원사업,오프라인,"민원,상담,법률/교육,용역",경상남도,창녕군,무관,"농업, 임업 및 어업/전문, 과학 및 기술 서비스업/교육 서비스업",0.0,0.0
5375,548000000615,의료법인에 대한 감면,오프라인,"현금,현물",경상남도,합천군,무관,무관,0.0,0.0
5376,542000000557,유기농업 선도농가 가공·유통 지원,오프라인,기타,경상남도,고성군,중소기업/소상공인,"농업, 임업 및 어업/제조업",0.0,0.0
5378,611000018576,중소기업 개발부담금 감면 및 면제,오프라인,"현금,현물",경상남도,고성군,중소기업/소상공인,운수 및 창고업,0.0,0.0
5379,545000000531,축산농가 소독시설 설치 지원,오프라인,기타,경상남도,산청군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5380,537000001267,우수 후계농업경영인 추가 지원,오프라인,"현금,현물",경상남도,거제시,무관,"농업, 임업 및 어업",0.0,0.0
5381,537000001270,유망 예비 농업인 및 우수 농업경영인 대상 창업 자금등 융자 지원(후계농업경영인 육성),오프라인,"현금,현물",경상남도,거제시,무관,"농업, 임업 및 어업",0.0,0.0
5382,648000000415,농자재 살포기 구입지원,오프라인,기타,경상남도,전체,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5383,648000000029,농약 안전사용 장비 지원,오프라인,기타,경상남도,전체,무관,"농업, 임업 및 어업",0.0,0.0
5385,542000000265,고성군 중소기업육성자금 지원,오프라인,"현금,현물",경상남도,고성군,중소기업/소상공인,무관,0.0,0.0
5386,537000001220,쌀 전업농 정보신문 구독료 지원,오프라인,기타,경상남도,거제시,무관,"농업, 임업 및 어업",0.0,0.0
5387,547000000432,마늘재배 농기계 보급 지원,오프라인,"현금,현물",경상남도,거창군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5388,648000000020,외국인투자유치지원을 위한 감면,오프라인,"현금,현물",경상남도,전체,무관,무관,0.0,0.0
5389,542000000659,축산농가 소독시설 설치 지원,오프라인,기타,경상남도,고성군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5390,541000000369,논활용(논이모작) 직접지불금 지원,오프라인,기타,경상남도,창녕군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5391,648000000411,맞춤형 중소형농기계 지원사업,오프라인,기타,경상남도,전체,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5392,535000000489,수출주력품종 육성 지원,오프라인,기타,경상남도,김해시,중소기업/소상공인,제조업,0.0,0.0
5393,611000003097,공유재산 사용료 및 대부료 감면,오프라인,"현금,현물/민원,상담,법률",경상남도,밀양시,무관,부동산업,0.0,0.0
5394,648000000894,수산물 브랜드 및 수출 상품화 지원,오프라인,기타,경상남도,전체,중소기업/소상공인,무관,0.0,0.0
5395,535000000488,수출주력품종 시장개척 지원,오프라인,기타,경상남도,김해시,중소기업/소상공인,무관,0.0,0.0
5397,533000000539,농업재해 피해복구비 지원,오프라인,"현금,현물",경상남도,통영시,무관,"농업, 임업 및 어업",0.0,0.0
5398,648000000941,과원관리 생력기계화 지원,오프라인,기타,경상남도,전체,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5399,537000001353,원예작물하우스 생산시설 현대화,오프라인,기타,경상남도,거제시,무관,"농업, 임업 및 어업/전기, 가스, 증기 및 공기 조절 공급업",0.0,0.0
5400,648000000942,과수 자연재해 경감 지원,오프라인,기타,경상남도,전체,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5401,542000000554,사회적 경제 기업 사업개발비 지원,온라인,"현금,현물",경상남도,고성군,중소기업/소상공인,"공공 행정, 국방 및 사회보장 행정",0.0,0.0
5404,542000000642,창업기업 신규고용인력 보조금 지원,오프라인,"현금,현물",경상남도,고성군,중소기업/소상공인,"전문, 과학 및 기술 서비스업",0.0,84.0
5405,SD0000014149,중소기업 디자인개발 지원사업,오프라인,"교육,용역",경상남도,전체,중소기업/소상공인,무관,0.0,0.0
5406,648000000946,비대면 영상디자인 제작지원사업,오프라인,"교육,용역",경상남도,전체,중소기업/소상공인,무관,0.0,0.0
5407,543000000320,들녘경영체 육성 지원,온라인,"현금,현물",경상남도,남해군,무관,"농업, 임업 및 어업/제조업/도매 및 소매업/전문, 과학 및 기술 서비스업/교육 서비스업",0.0,0.0
5408,543000000609,농촌 자원 복합산업화 지원,오프라인,"현금,현물",경상남도,남해군,중소기업/소상공인,"농업, 임업 및 어업/제조업/도매 및 소매업/전문, 과학 및 기술 서비스업/예술, 스포츠 및 여가관련 서비스업",0.0,0.0
5409,531000000315,국내 기업 지방투자촉진 보조금 지원,오프라인,"현금,현물",경상남도,진주시,중소기업/대기업/소상공인,무관,0.0,0.0
5410,535000000691,화훼생산 기술 지원,오프라인,기타,경상남도,김해시,중소기업/소상공인,"농업, 임업 및 어업/도매 및 소매업/전문, 과학 및 기술 서비스업",0.0,0.0
5411,543000000621,기본형 공익직접지불금 지원,오프라인,기타,경상남도,남해군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5412,543000000624,논타작물재배지원,오프라인,"현금,현물",경상남도,남해군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5413,543000000211,강소농육성 지원,오프라인,기타,경상남도,남해군,무관,제조업/교육 서비스업,0.0,0.0
5414,567000000418,농기계 임대 서비스 제공,복합,"현금,현물",경상남도,창원시,무관,"농업, 임업 및 어업",0.0,0.0
5415,531000000617,투자유치 진흥기금의 공장부지매입비 융자지원,오프라인,"현금,현물",경상남도,진주시,중소기업/소상공인,무관,0.0,60.0
5416,543000000414,연근해어선 감척사업,오프라인,"현금,현물",경상남도,남해군,무관,"농업, 임업 및 어업",0.0,0.0
5418,543000000608,농촌공동체 회사 우수사업 지원,오프라인,"현금,현물",경상남도,남해군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5421,611000002992,대부료감면,오프라인,"현금,현물/민원,상담,법률",경상남도,김해시,무관,부동산업,0.0,0.0
5422,547000000348,과실 장기저장제 지원,오프라인,"현금,현물",경상남도,거창군,무관,"농업, 임업 및 어업",0.0,0.0
5424,542000000432,도로점용료 면제 및 감면,오프라인,"현금,현물",경상남도,고성군,소상공인,"전기, 가스, 증기 및 공기 조절 공급업/전문, 과학 및 기술 서비스업",0.0,0.0
5425,543000000623,밭작물 시범사업 추진,오프라인,기타,경상남도,남해군,무관,"농업, 임업 및 어업",0.0,0.0
5426,537000001266,외국인투자유치를 위한 지방세 감면,오프라인,"현금,현물",경상남도,거제시,무관,무관,0.0,0.0
5427,546000000432,산림경영계획 작성 지원,오프라인,"현금,현물",경상남도,함양군,중소기업/소상공인,"농업, 임업 및 어업/광업/제조업",0.0,0.0
5428,547000000302,FTA 피해 보전 직불금 지원,오프라인,"현금,현물",경상남도,거창군,무관,"농업, 임업 및 어업/도매 및 소매업",0.0,0.0
5429,547000000346,과수 수정용 꽃가루 지원,오프라인,"현금,현물",경상남도,거창군,무관,"농업, 임업 및 어업",0.0,0.0
5431,545000000432,유기질비료 지원,오프라인,기타,경상남도,산청군,무관,"농업, 임업 및 어업",0.0,0.0
5432,531000000316,국내 기업 투자촉진지구 입주기업 지원,오프라인,"현금,현물",경상남도,진주시,중소기업/소상공인,교육 서비스업,0.0,0.0
5433,543000000193,FTA 피해 보전 직불금 지원,오프라인,"현금,현물",경상남도,남해군,무관,"농업, 임업 및 어업/도매 및 소매업",0.0,0.0
5434,543000000614,귀농·귀촌 정착 지원(귀농·창업 및 주택구매 자금),오프라인,"현금,현물",경상남도,남해군,중소기업/소상공인,"농업, 임업 및 어업/제조업/전문, 과학 및 기술 서비스업/교육 서비스업",0.0,0.0
5435,543000000607,농어촌진흥기금 융자,오프라인,"현금,현물",경상남도,남해군,무관,"농업, 임업 및 어업/제조업/도매 및 소매업",0.0,0.0
5436,531000000559,젖소 능력 개량 지원,오프라인,"현금,현물/민원,상담,법률",경상남도,진주시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5437,547000000338,고품질 한우산업 육성 지원,오프라인,"현금,현물",경상남도,거창군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5438,547000000474,소규모 농산물유통시설 설치 지원,오프라인,"현금,현물",경상남도,거창군,중소기업/소상공인,"농업, 임업 및 어업/전문, 과학 및 기술 서비스업",0.0,0.0
5439,538000000430,소규모 농산물유통시설 설치 지원,오프라인,"현금,현물",경상남도,양산시,중소기업/소상공인,"농업, 임업 및 어업/전문, 과학 및 기술 서비스업",0.0,0.0
5440,536000000578,경상남도 투자유치 진흥기금의 사업장 부지매입비 융자 지원,오프라인,"현금,현물",경상남도,밀양시,중소기업/소상공인,운수 및 창고업/정보통신업,0.0,0.0
5441,547000000269,중소기업 창업지원법에 따른 개발부담금 면제,오프라인,"현금,현물",경상남도,거창군,중소기업/소상공인,무관,0.0,0.0
5442,547000000652,친환경 농업 정보지 보급 지원,오프라인,"현금,현물",경상남도,거창군,무관,"농업, 임업 및 어업/교육 서비스업",0.0,0.0
5443,547000000535,외국인투자유치를 위한 지방세 감면,오프라인,"현금,현물",경상남도,거창군,무관,무관,0.0,0.0
5444,PTR000054846,지역 노사민정 협력 활성화 지원,오프라인,정보제공,경상남도,전체,중소기업/소상공인,보건업 및 사회복지 서비스업,0.0,0.0
5445,611000002954,대부료감면,오프라인,"현금,현물/민원,상담,법률",경상남도,의령군,무관,"부동산업/전문, 과학 및 기술 서비스업/사업시설 관리, 사업 지원 및 임대 서비스업/공공 행정, 국방 및 사회보장 행정",0.0,0.0
5446,539000000251,농산물 수출물류비 지원,오프라인,"현금,현물",경상남도,의령군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5447,648000000939,진주시 제증명 등 수수료 감면,오프라인,"현금,현물",경상남도,진주시,무관,"전문, 과학 및 기술 서비스업/공공 행정, 국방 및 사회보장 행정/교육 서비스업/보건업 및 사회복지 서비스업",0.0,0.0
5448,547000000515,양정시설 현대화 지원,오프라인,"현금,현물",경상남도,거창군,무관,제조업,0.0,0.0
5449,547000000401,농작물 병해충 예찰 방제 지원,오프라인,"현금,현물",경상남도,거창군,무관,"농업, 임업 및 어업",0.0,0.0
5450,547000000537,유기농업 선도농가 가공·유통 지원,오프라인,"현금,현물",경상남도,거창군,중소기업/소상공인,"농업, 임업 및 어업/제조업",0.0,0.0
5451,611000013730,기업도시에 대한 재산세 감면,오프라인,"현금,현물",경상남도,거창군,무관,부동산업,0.0,0.0
5452,611000016616,소하천 점용료 및 사용료 감면,오프라인,"현금,현물",경상남도,거창군,무관,"농업, 임업 및 어업/전기, 가스, 증기 및 공기 조절 공급업/건설업/교육 서비스업",0.0,0.0
5453,533000000640,기본형 공익직접지불사업,오프라인,"현금,현물",경상남도,통영시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5454,547000000457,산림경영계획 작성 지원,오프라인,"현금,현물",경상남도,거창군,중소기업/소상공인,"농업, 임업 및 어업/광업/제조업",0.0,0.0
5455,543000000225,경상남도 영세성실기업에 대한 세무조사 면제,오프라인,"현금,현물",경상남도,남해군,중소기업,부동산업,0.0,0.0
5456,547000000300,6차산업 자금 융자 지원,오프라인,"현금,현물",경상남도,거창군,무관,"농업, 임업 및 어업/제조업/도매 및 소매업/전문, 과학 및 기술 서비스업",0.0,0.0
5457,547000000610,중소기업 개발부담금 감면 및 면제,오프라인,"현금,현물",경상남도,거창군,중소기업/소상공인,운수 및 창고업,0.0,0.0
5459,611000012472,공기업 개발부담금 부과 감면 제도,오프라인,"현금,현물",경상남도,밀양시,중소기업/소상공인,건설업,0.0,0.0
5460,542000000723,고성군 소상공인 육성자금 융자지원,오프라인,"현금,현물",경상남도,고성군,중소기업/소상공인,무관,0.0,0.0
5462,547000000549,의료법인에 대한 감면,오프라인,"현금,현물",경상남도,거창군,무관,무관,0.0,0.0
5463,548000000386,가축 폐사축 처리기 설치 지원,오프라인,"현금,현물",경상남도,합천군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5464,534000000454,외국인투자유치지원을 위한 감면,오프라인,"현금,현물",경상남도,사천시,무관,무관,0.0,0.0
5466,547000000534,예비 사회적기업 사업개발비 지원,온라인,"현금,현물",경상남도,거창군,중소기업/소상공인,"도매 및 소매업/사업시설 관리, 사업 지원 및 임대 서비스업",0.0,0.0
5467,547000000456,사회적기업 일자리 창출 지원,온라인,"현금,현물",경상남도,거창군,중소기업/소상공인,무관,0.0,0.0
5468,648000000731,농산물 우수관리(GAP) 시설 보완 지원,오프라인,"현금,현물",경상남도,전체,중소기업/소상공인,"농업, 임업 및 어업/제조업/수도, 하수 및 폐기물 처리, 원료 재생업/건설업/도매 및 소매업/운수 및 창고업/전문, 과학 및 기술 서비스업/사업시설 관리, 사업 지원 및 임대 서비스업",0.0,0.0
5469,SD0000014416,양봉농가 화분 제조 지원,오프라인,"현금,현물",경상남도,산청군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5470,648000000063,경상남도 지역신문발전지원사업,복합,기타,경상남도,전체,중소기업/소상공인,무관,0.0,0.0
5471,538000000276,강소농 육성 지원,오프라인,"정보제공/교육,용역",경상남도,양산시,무관,제조업/교육 서비스업,0.0,0.0
5473,547000000653,친환경농업 직불금 지급,복합,"현금,현물",경상남도,거창군,무관,"농업, 임업 및 어업",0.0,0.0
5474,535000000358,기후온난화 대응 새로운 소득과수 도입 시범,오프라인,"현금,현물",경상남도,김해시,무관,"농업, 임업 및 어업/전문, 과학 및 기술 서비스업",0.0,0.0
5475,547000000539,유망 예비 농업인 및 우수 농업경영인 대상 창업 자금등 융자 지원(후계농업경영인 육성),오프라인,"현금,현물",경상남도,거창군,무관,"농업, 임업 및 어업",0.0,0.0
5476,547000000459,산림복합경영단지 조성지원,오프라인,"현금,현물",경상남도,거창군,무관,"농업, 임업 및 어업",0.0,0.0
5478,547000000328,경상남도 벼 재배농가 경영안정자금 지원,오프라인,"현금,현물",경상남도,거창군,무관,"농업, 임업 및 어업",0.0,0.0
5479,547000000538,유기질비료 지원,오프라인,"현금,현물",경상남도,거창군,무관,"농업, 임업 및 어업",0.0,0.0
5480,547000000315,간이퇴비장설치 지원,오프라인,"현금,현물",경상남도,거창군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5481,547000000656,친환경퇴비생산시설 현대화 지원,오프라인,"현금,현물",경상남도,거창군,무관,"농업, 임업 및 어업/운수 및 창고업/공공 행정, 국방 및 사회보장 행정",0.0,0.0
5482,533000000327,농작물 재해보험 지원,오프라인,기타,경상남도,통영시,무관,"농업, 임업 및 어업",0.0,0.0
5483,547000000330,경상남도 영세성실 기업에 대한 세무조사 면제,오프라인,"현금,현물",경상남도,거창군,중소기업,부동산업,0.0,0.0
5485,547000000303,GAP 인증농가 안전성 검사비 지원,오프라인,"현금,현물",경상남도,거창군,무관,"농업, 임업 및 어업",0.0,0.0
5487,547000000568,잠종대 지원,오프라인,"현금,현물",경상남도,거창군,무관,"농업, 임업 및 어업",0.0,0.0
5488,SD0000007443,사회복지시설 상수도 요금 감면,오프라인,"현금,현물/민원,상담,법률",경상남도,창원시,무관,"수도, 하수 및 폐기물 처리, 원료 재생업/보건업 및 사회복지 서비스업",0.0,0.0
5490,648000000064,경상남도 지역방송발전지원사업,복합,기타,경상남도,전체,중소기업/소상공인,"전기, 가스, 증기 및 공기 조절 공급업/정보통신업/전문, 과학 및 기술 서비스업/공공 행정, 국방 및 사회보장 행정/교육 서비스업/예술, 스포츠 및 여가관련 서비스업",0.0,0.0
5491,536000000201,기업도시 및 지역개발사업구역 내 창업기업 등에 대한 재산세 감면,오프라인,"현금,현물",경상남도,밀양시,무관,부동산업,0.0,0.0
5492,611000002978,대부료감면,오프라인,"현금,현물/민원,상담,법률",경상남도,함안군,무관,도매 및 소매업/부동산업,0.0,0.0
5493,547000000395,농업경영컨설팅 지원,오프라인,"현금,현물",경상남도,거창군,중소기업/소상공인,"농업, 임업 및 어업/전문, 과학 및 기술 서비스업/교육 서비스업",0.0,0.0
5495,547000000461,산림작물 생산 기반 조성 지원,오프라인,"현금,현물",경상남도,거창군,중소기업/소상공인,"농업, 임업 및 어업/광업/제조업/전기, 가스, 증기 및 공기 조절 공급업/도매 및 소매업/전문, 과학 및 기술 서비스업/사업시설 관리, 사업 지원 및 임대 서비스업/교육 서비스업",0.0,0.0
5496,544000000637,고품질 쌀 유통 활성화 지원,오프라인,"현금,현물",경상남도,하동군,무관,"농업, 임업 및 어업/제조업/건설업/전문, 과학 및 기술 서비스업",0.0,0.0
5497,547000000345,과수 ICT분야 시설보조 지원(과수생산유통지원사업),오프라인,"현금,현물",경상남도,거창군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5498,531000000489,외국인투자유치를 위한 지방세 감면,오프라인,"현금,현물",경상남도,진주시,무관,무관,0.0,0.0
5499,531000000503,의료법인에 대한 감면,오프라인,"현금,현물",경상남도,진주시,무관,무관,0.0,0.0
5500,533000000475,예방백신 지원,오프라인,"현금,현물",경상남도,통영시,무관,"농업, 임업 및 어업",0.0,0.0
5501,SD0000014164,경상남도 소상공인 정책자금 지원,오프라인,"현금,현물",경상남도,전체,중소기업/소상공인,"광업/제조업/건설업/도매 및 소매업/운수 및 창고업/사업시설 관리, 사업 지원 및 임대 서비스업",0.0,0.0
5502,547000000685,기본형 공익직접지불금 지원,오프라인,"현금,현물",경상남도,거창군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5503,547000000355,국내 기업 지방투자촉진 보조금 지원,오프라인,"현금,현물",경상남도,거창군,중소기업/대기업/소상공인,무관,0.0,0.0
5504,535000000002,소상공인 육성 자금 지원,복합,"현금,현물",경상남도,김해시,중소기업/소상공인,금융 및 보험업,0.0,0.0
5505,531000000521,자활 근로 지원,오프라인,정보제공,경상남도,진주시,무관,"전문, 과학 및 기술 서비스업/교육 서비스업/보건업 및 사회복지 서비스업",0.0,0.0
5506,540000000395,기본형 공익직접지불금 지원,오프라인,기타,경상남도,함안군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5507,547000000663,투자유치 진흥 기금의 사업장 부지 매입비 융자 지원,오프라인,"현금,현물",경상남도,거창군,중소기업/소상공인,무관,0.0,0.0
5508,544000000332,농어촌진흥기금 융자,오프라인,"현금,현물",경상남도,하동군,무관,"농업, 임업 및 어업/제조업/도매 및 소매업",0.0,0.0
5509,538000000521,"자활근로(기초, 차상위)",오프라인,"현금,현물",경상남도,양산시,무관,"전문, 과학 및 기술 서비스업/교육 서비스업",0.0,0.0
5510,536000000404,시설채소 수정벌 지원,오프라인,기타,경상남도,밀양시,무관,"농업, 임업 및 어업",0.0,0.0
5511,536000000424,약용작물 안정생산 지원,오프라인,기타,경상남도,밀양시,무관,"농업, 임업 및 어업",0.0,0.0
5512,547000000423,도로점용료 면제 및 감면,오프라인,"현금,현물",경상남도,거창군,소상공인,"전기, 가스, 증기 및 공기 조절 공급업/전문, 과학 및 기술 서비스업",0.0,0.0
5513,537000001077,국내 기업 지방투자촉진 보조금 지원,오프라인,"현금,현물",경상남도,거제시,중소기업/중견기업/대기업/소상공인,"수도, 하수 및 폐기물 처리, 원료 재생업",0.0,0.0
5514,544000000629,화훼 생산시설 현대화 지원,오프라인,기타,경상남도,하동군,무관,"농업, 임업 및 어업/전기, 가스, 증기 및 공기 조절 공급업/도매 및 소매업",0.0,0.0
5515,544000000574,채소생산시설 현대화 지원,오프라인,기타,경상남도,하동군,중소기업/소상공인,"농업, 임업 및 어업/전기, 가스, 증기 및 공기 조절 공급업",0.0,0.0
5516,544000000318,노후하우스 시설개선비 지원,오프라인,기타,경상남도,하동군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5517,544000000271,고추 비가림 재배 시설 지원,오프라인,"현금,현물",경상남도,하동군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5519,533000000585,축산농가 소독 약품비 지원,오프라인,기타,경상남도,통영시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
